dataset_name,model,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,label,module_id,project_name,probability,prediction,decision_threshold,is_correct,error_type,feature_family,feature_set,text_feature_column,uses_commit_text,artifact_schema_version,artifact_stage,artifact_id,artifact_group_key,artifact_created_at,source_results_table,model_path,split_mode,split_manifest_path,feature_metadata_json,num_features,training_mode,selection_rank,selected_reason,confidence,representative_group,top_shap_feature_1,top_shap_feature_2,top_shap_feature_3,top_shap_features,commit_text,la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp,jitline_split,commit_id,ent,nrev,rtime,hcmt,self,app,aexp,arexp,rrexp,asexp,rsexp,asawr,rsawr,N,V,L,D,I,E,B,T
kc1,xgb,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,row_188,kc1,0.12679734826087952,0,0.4768067896366119,False,fn,metrics_only,metrics_only,,False,paper-v1,error_analysis,kc1::xgb::tuned_best_table,kc1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\kc1\xgb_candidate1.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\kc1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.8732026815414429,incorrect,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kc1,xgb,83.0,7.0,1.0,6.0,224.0,1312.19,0.06,16.55,79.31,21710.74,0.44,1206.15,61.0,5.0,12.0,3.0,14.0,44.0,120.0,104.0,13.0,0,row_912,kc1,0.8620415925979614,1,0.4768067896366119,False,fp,metrics_only,metrics_only,,False,paper-v1,error_analysis,kc1::xgb::tuned_best_table,kc1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\kc1\xgb_candidate1.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\kc1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.8620415925979614,incorrect,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kc1,xgb,143.0,17.0,1.0,6.0,345.0,2046.1,0.04,26.47,77.31,54152.01,0.68,3008.45,98.0,19.0,21.0,3.0,17.0,44.0,208.0,137.0,33.0,0,row_836,kc1,0.8587666749954224,1,0.4768067896366119,False,fp,metrics_only,metrics_only,,False,paper-v1,error_analysis,kc1::xgb::tuned_best_table,kc1::xgb,2026-06-27T05:31:34,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\kc1\xgb_candidate1.joblib,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\kc1\manifest.json,"{'feature_family': 'metrics_only', 'num_features': 5}",5,tuned,1,Selected by recall then f1 using validation_threshold metrics within dataset under policy hybrid_validation_then_tuned,0.8587666749954224,incorrect,loc,branchCount,v_g,"loc,branchCount,v_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack,lgbm,,,,,,,,,,,,,,,,,,,,,,1,d2a5c0f982e8e4f9fbdce17b90925b8d8df56c75,openstack,0.9314640937983617,1,0.466785568870866,True,tp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,openstack::lgbm::training,openstack::lgbm,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\lgbm_openstack.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.9314640937983617,tp,la,ent,nf,"la,ent,nf","openflow distributed router support in nec plugin implements blueprint nec-distribute-router two types of neutron router will be supported : l3-agent and distributed . a type can be specified through `` provider '' attribute of a router . the naming of the attribute `` provider '' is intentional since i plan to support the service provider framework for router in the future and would like to make it easy to migrate . distributed router in nec openflow controller now does not support nat , so l3-agent and distributed router coexists . to achieve it , l3-agent scheudler logic is modified in nec plugin to exclude distributed routers from candidates of floating ip hosting routers . to support the above feature , the following related changes are done : - adds a new driver to pfc driver which supports openflow based router support in nec openflow products in pflow v5 . - update ofc_client to extract detail error message from openflow controller this commit also changes the following outside of nec plugin : - makes l3 agent notifiers configurable . l3-agent router and openflow distributed router can coexist . notication to l3-agent should be done only when routers are hosted by l3-agent , so we need custom l3 agent notifiers to filter non l3-agent routers . - split test_agent_scheduler base class ( in ovs plugin ) into the base setup and testcases . by doing so we can implement custom testcases related to agent scheduler . change-id : i538201742950a61b92fb05c49a9256bc96ae9014",1450.0,137.0,27.0,1.0,10.0,,15.0,,32.0,223955.44444444444,,815.0,,test,d2a5c0f982e8e4f9fbdce17b90925b8d8df56c75,0.8485846601880049,11.0,988287.0,23.0,False,2.0,290.0,282.0,788.0,38.0,193.0,0.168103448275862,0.8362068965517241,,,,,,,,
openstack,lgbm,,,,,,,,,,,,,,,,,,,,,,1,5581cb3492688eecdd1d9a1a9568933450d2dc18,openstack,0.9114362525787834,1,0.466785568870866,True,tp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,openstack::lgbm::training,openstack::lgbm,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\lgbm_openstack.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.9114362525787834,tp,la,ent,nf,"la,ent,nf","netapp storage service feature support this change introduces storage service feature for netapp drivers . it reports back supported service features like mirroring , deduplication , compression etc . to the scheduler which can be used to shortlist backends . it accepts extra_specs defined in volume type with the service features and provisions volumes based on the requested spec . blueprint cinder-nfs-driver-qos change-id : i0706af2fe39b2db111a6d98b016307fc63f74dc6",1437.0,126.0,11.0,1.0,3.0,,24.0,,60.0,875701.4545454546,,771.0,,test,5581cb3492688eecdd1d9a1a9568933450d2dc18,0.7555688460849467,10.0,937199.0,7.0,False,1.0,11.0,11.0,740.0,11.0,641.0,0.0163710777626193,0.8758526603001364,,,,,,,,
openstack,lgbm,,,,,,,,,,,,,,,,,,,,,,1,2e323ba7b154c6bdb76a4c018e99004dabcb8420,openstack,0.9034097867996366,1,0.466785568870866,True,tp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,openstack::lgbm::training,openstack::lgbm,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\lgbm_openstack.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.9034097867996366,tp,la,ent,nf,"la,ent,nf","driver for ibm sonas and storwize v7000 unified the ibm nas driver currently implemented to work over nfs protocol , and implements required set of features for openstack icehouse release , using the features of these storage products . it allows ibm® sonas® and storwize® v7000 unified filers to host storage for openstack environment by integrating with openstack cinder service . docimpact change-id : i0d630bf7e69454b88e9d1e93b4099631f6138204 implements : blueprint ibm-nas-volume-driver related-bug : # 1281152",551.0,0.0,3.0,1.0,3.0,,26.0,,50.0,56317.333333333336,,521.0,,test,2e323ba7b154c6bdb76a4c018e99004dabcb8420,0.7424153900981557,28.0,5171542.0,74.0,False,2.0,0.0,0.0,472.0,0.0,497.0,0.000780031201248,0.3884555382215288,,,,,,,,
openstack,lgbm,,,,,,,,,,,,,,,,,,,,,,1,dbacb52f420364cb85500a9c132207670afef4b5,openstack,0.8955062058821316,1,0.466785568870866,True,tp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,openstack::lgbm::training,openstack::lgbm,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\lgbm_openstack.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.8955062058821316,tp,la,ent,nf,"la,ent,nf",enables bigswitch/restproxy ml2 vlan driver refactors bigswitch/restproxy plugin by separating into reusable libraries that can be used by the plugin as well as the ml2 driver to proxy calls to the backend controller . enables basic unit tests for the ml2 driver . removes deprecated separate unplug/plug operations on ports . implements : blueprint bigswitch-ml2-driver change-id : i4e22ba7e20ec4f405b9fd34a1bf08a48544f317d,364.0,313.0,6.0,1.0,5.0,,14.0,,27.0,2737523.0,,1149.0,,test,dbacb52f420364cb85500a9c132207670afef4b5,0.4775796537689324,30.0,3281992.0,50.0,False,3.0,26.0,26.0,991.0,18.0,564.0,0.0258152173913043,0.7676630434782609,,,,,,,,
openstack,lgbm,,,,,,,,,,,,,,,,,,,,,,1,34d3e21a408c96632ec94742ad0e30796b0b4968,openstack,0.8923504379550091,1,0.466785568870866,True,tp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,openstack::lgbm::training,openstack::lgbm,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\lgbm_openstack.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.8923504379550091,tp,la,ent,nf,"la,ent,nf",implement l3 support in metaplugin added flavor : route property for router rename flavor : id to flavor : network fixes bug 1038778 change-id : ia358b4f03c1b96ade2d1b7323298b117b2cbe52a,218.0,57.0,12.0,1.0,7.0,,6.0,,16.0,278168.6666666667,,172.0,,test,34d3e21a408c96632ec94742ad0e30796b0b4968,0.6813133809108252,12.0,-26443548.0,15.0,False,2.0,27.0,27.0,172.0,18.0,135.0,0.0798319327731092,0.5714285714285714,,,,,,,,
openstack,lgbm,,,,,,,,,,,,,,,,,,,,,,1,8eb7ca51c0bfda334eda8a25d599aa1d9cd21c22,openstack,0.046156855498343655,0,0.466785568870866,False,fn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,openstack::lgbm::training,openstack::lgbm,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\lgbm_openstack.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.9538431445016563,fn,la,ent,nf,"la,ent,nf",treat invalid namespace call fixes bug 1060559 change-id : i29250100416b87f55781fb7e97339f6d3761513f,1.0,0.0,1.0,1.0,1.0,,8.0,,17.0,876880.0,,277.0,,test,8eb7ca51c0bfda334eda8a25d599aa1d9cd21c22,0.0,1.0,-21679992.0,2.0,False,3.0,239.0,239.0,275.0,229.0,230.0,0.625,0.6277173913043478,,,,,,,,
openstack,lgbm,,,,,,,,,,,,,,,,,,,,,,1,a67bce77e12b5af7fd5fae7946c96d483ecede92,openstack,0.06452283464576081,0,0.466785568870866,False,fn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,openstack::lgbm::training,openstack::lgbm,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\lgbm_openstack.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.9354771653542392,fn,la,ent,nf,"la,ent,nf",switch agent report_interval option to float being able to set report_interval > 0 and < 1 makes it easier to consistently reproduce rpc race conditions . change-id : i4d907159147177e98b043e7e800aea5cf8c23103 related-bug : # 1224001,1.0,1.0,1.0,1.0,1.0,,2.0,,2.0,4240456.0,,811.0,,test,a67bce77e12b5af7fd5fae7946c96d483ecede92,0.0,1.0,159084.0,9.0,False,5.0,96.0,64.0,735.0,11.0,191.0,0.0294840294840294,0.4717444717444717,,,,,,,,
openstack,lgbm,,,,,,,,,,,,,,,,,,,,,,1,7d408aa8db7bcec158f9ab61702a39324cc8db28,openstack,0.088510063845124,0,0.466785568870866,False,fn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,openstack::lgbm::training,openstack::lgbm,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\lgbm_openstack.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.9114899361548761,fn,la,ent,nf,"la,ent,nf",fixes a bug in attaching volumes on hyper-v fixes bug : # 1122264 the cim v2 wmi context needs to be instantiated by the basevolumeutils class and not passed by the caller of get_iscsi_initiator ( ) . change-id : i811b5bd0117b0035c18e5c90169b25a095bc54e9,4.0,3.0,1.0,1.0,1.0,,4.0,,4.0,1195180.0,,1784.0,,test,7d408aa8db7bcec158f9ab61702a39324cc8db28,0.0,1.0,37615.0,2.0,False,2.0,26.0,26.0,1654.0,20.0,1671.0,0.0054916317991631,0.4372384937238494,,,,,,,,
openstack,lgbm,,,,,,,,,,,,,,,,,,,,,,1,51ec9380383ce6a7d94ccc6963bed26ca9065fce,openstack,0.14591536186150444,0,0.466785568870866,False,fn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,openstack::lgbm::training,openstack::lgbm,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\lgbm_openstack.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.8540846381384956,fn,la,ent,nf,"la,ent,nf",remove brick deps on cinder.exception this patch removes more cinder.exception dependencies from brick . this involves moving some exceptions into brick 's exception module . change-id : i577d403f02c2fd0d727d2694776008e1e9791453,22.0,25.0,4.0,1.0,4.0,,38.0,,68.0,1228.0,,464.0,,test,51ec9380383ce6a7d94ccc6963bed26ca9065fce,0.9546091610800066,3.0,339055.0,11.0,False,3.0,99.0,99.0,458.0,92.0,435.0,0.1146732429099876,0.5376078914919852,,,,,,,,
openstack,lgbm,,,,,,,,,,,,,,,,,,,,,,1,3569168437c732d4cb33fbf3023d0c0ea85f3258,openstack,0.14610145054488377,0,0.466785568870866,False,fn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,openstack::lgbm::training,openstack::lgbm,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\lgbm_openstack.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.8538985494551162,fn,la,ent,nf,"la,ent,nf","fix instance object handling of implied fields the situation around info_cache and security_groups is a bit confusing and inconsistent at the moment . since some of the `` all '' queries do n't join info_cache and security_groups , avoid assuming that they are there , either triggering an unintentional lazy load , or a keyerror in a few cases where the db api returns a dict . also , do n't ever allow us to recurse into another instance object looking for a loaded attribute in case it fails to load from the get query . related to blueprint unified-object-model change-id : i40b72274cd24034b03c8e07af56e7c8d49b6b898",9.0,5.0,1.0,1.0,1.0,,4.0,,21.0,18644.0,,558.0,,test,3569168437c732d4cb33fbf3023d0c0ea85f3258,0.0,2.0,163383.0,4.0,False,3.0,636.0,634.0,503.0,617.0,533.0,0.1170898067449791,0.1011746873815839,,,,,,,,
openstack,lgbm,,,,,,,,,,,,,,,,,,,,,,0,d4c3047ba4d46b3b6fe56940832e6e1142c2e441,openstack,0.9354264968690172,1,0.466785568870866,False,fp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,openstack::lgbm::training,openstack::lgbm,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\lgbm_openstack.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.9354264968690172,fp,la,ent,nf,"la,ent,nf","embrane neutron plugin implements blueprint embrane-neutron-plugin this commit implements the main embrane plugin , which covers route and extratoute extensions . the plugin will rely on existing plugins for leveraging l2 networks , for now it only supports openvswitch and vlan networks , but more supports are to come if the model is approved ( or a different one is suggested ) . change-id : i90aff8ec4324bd3a7c59c411374db6a118d1a72b",849.0,0.0,28.0,1.0,9.0,,1.0,,1.0,339578.6071428572,,777.0,,test,d4c3047ba4d46b3b6fe56940832e6e1142c2e441,0.6801461625198627,20.0,3780834.0,25.0,False,2.0,0.0,0.0,736.0,0.0,86.0,0.0099009900990099,0.8613861386138614,,,,,,,,
openstack,lgbm,,,,,,,,,,,,,,,,,,,,,,0,bf882fbc4aa68cf0191bce70e622d81969617c02,openstack,0.9242367760914056,1,0.466785568870866,False,fp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,openstack::lgbm::training,openstack::lgbm,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\lgbm_openstack.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.9242367760914056,fp,la,ent,nf,"la,ent,nf",vmware : create datastore utility functions the patch moves datastore interfaces from vmops and vm_util to a separate file - ds_util . this is part of the blueprint vmware-image-cache-management . in the past the datastore methods would poll the task to determine that it had completed . this has beem addressed by making the driver _poll_task return the task information . the patch set also solves the following bugs by checking if the filealreadyexistsexception exception is raised . this could be due to another process or thread creating the file . closes-bug : 1230047 closes-bug : 1254128 change-id : i788e33dbcb3dedc41831b976137607274b1c02ca,362.0,172.0,8.0,1.0,2.0,,67.0,,185.0,718732.875,,1418.0,,test,bf882fbc4aa68cf0191bce70e622d81969617c02,0.7534241766599217,50.0,6216709.0,88.0,False,5.0,1583.0,1380.0,1316.0,728.0,1393.0,0.1051948051948051,0.2011544011544011,,,,,,,,
openstack,lgbm,,,,,,,,,,,,,,,,,,,,,,0,f572a5eb93bff8b57b8a8a4aa92df86750c0843a,openstack,0.9157692434384372,1,0.466785568870866,False,fp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,openstack::lgbm::training,openstack::lgbm,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\lgbm_openstack.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.9157692434384372,fp,la,ent,nf,"la,ent,nf","initial modular l2 plugin implementation . the modular l2 plugin uses drivers to support separately extensible sets of network types and of mechanisms for accessing networks of those types . this is an initial implementation that has been tested with the openvswitch and linuxbridge agents , and should also work with the hyperv agent . see quantum/plugins/ml2/readme for details . implements : blueprint modular-l2 change-id : ia8cae480180f0990af7d5e5e56f29eaeac205e0e",1241.0,0.0,21.0,1.0,5.0,,2.0,,6.0,127428.80952380953,,329.0,,test,f572a5eb93bff8b57b8a8a4aa92df86750c0843a,0.7920657143173802,9.0,-3204451.0,30.0,False,3.0,123.0,123.0,328.0,110.0,298.0,0.3008130081300813,0.8102981029810298,,,,,,,,
openstack,lgbm,,,,,,,,,,,,,,,,,,,,,,0,f43eb49f56accab87e4d1b6defcf78d1e697f9e6,openstack,0.9061304956974131,1,0.466785568870866,False,fp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,openstack::lgbm::training,openstack::lgbm,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\lgbm_openstack.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.9061304956974131,fp,la,ent,nf,"la,ent,nf",support for nvp advanced service router when creating an lr : - deploy an edge asynchronously - create a l2 switch for connecting lr and edge - attach a router port to the l2 switch . - assign ip address 169.254.2.1/28 and nexthop 169.254.2.3 to lr when set external gateway : - configure edge interface and default gateway - add static routes to edge for all logic networks attached to lr via nexthop 169.254.2.1 - configure snat rules for all logic networks attached to lr when add router interface : - add static route/snat rule for the network attached to lr when associate floating ip address : - configure dnat rule for the floating ip and the port tests being done : - verified edge is deployed asynchronously and lr is attached to the internal created l2 switch - manually attach edge 's vnic to the l2 switch and edge is able to ping 169.254.2.1 - verified router-delete deletes edge asynchronously and remove the internal l2 switch - verified snat/dnat/static-routes rules are configured on edge in correct order - verified external vnic ip address/netmask and default gateway is configured implements : blueprint nvp-service-router change-id : if9eff53df4d65cf4e318dedbfaafc742f6c6ab7f,1045.0,117.0,15.0,1.0,6.0,,11.0,,38.0,39667.6,,508.0,,test,f43eb49f56accab87e4d1b6defcf78d1e697f9e6,0.6146478269396158,30.0,1945012.0,48.0,False,2.0,3.0,3.0,440.0,1.0,111.0,0.0085836909871244,0.4806866952789699,,,,,,,,
openstack,lgbm,,,,,,,,,,,,,,,,,,,,,,0,f8de8c4450ab0d8483ccfcfcca48e21fea71c637,openstack,0.890451611509962,1,0.466785568870866,False,fp,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,openstack::lgbm::training,openstack::lgbm,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\lgbm_openstack.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.890451611509962,fp,la,ent,nf,"la,ent,nf","lbaas agent reference implementation implements blueprint lbaas-namespace-agent this a reference implemention of the quantum load balancing service using haproxy . the implemention is designed for vendors , developers , and deployers to become familiar with the api and service workflow . this change also adds some constraint checks for data integrity . change-id : i10a67da11840477ccf063b98149f4f77248802a1",1524.0,243.0,31.0,3.0,19.0,,77.0,,202.0,83941.71875,,455.0,,test,f8de8c4450ab0d8483ccfcfcca48e21fea71c637,0.7506917798418604,13.0,-11101224.0,22.0,False,2.0,286.0,286.0,427.0,264.0,381.0,0.3060046189376443,0.441108545034642,,,,,,,,
openstack,lgbm,,,,,,,,,,,,,,,,,,,,,,0,c3797dc5e2532482327c5e8c94964b1d54e9c719,openstack,0.013796012180295837,0,0.466785568870866,True,tn,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,error_analysis,openstack::lgbm::training,openstack::lgbm,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\lgbm_openstack.joblib,jitline_native_split,,"{'feature_family': 'metrics_plus_commit_text', 'num_features': 1022}",1022,hybrid_tfidf,1,Selected by recall then f1 using validation metrics within dataset under policy hybrid_validation_then_tuned,0.9862039878197042,tn,la,ent,nf,"la,ent,nf","fix archivetestcase on postgresql test_archive_deleted_rows_no_id_column ( ) filters dnsdomain instances by value of 'deleted ' column ( which is of type boolean ) . integer value 1 is passed instead of boolean value true . this works great on mysql and sqlite , but fails on postgresql which is more strict when checking data types of passed values . blueprint : db-api-tests-on-all-backends change-id : i06c8ba323cff02804d0aef3bf56892c111f67226",1.0,1.0,1.0,1.0,1.0,,36.0,,85.0,254725.0,,2493.0,,test,c3797dc5e2532482327c5e8c94964b1d54e9c719,0.0,2.0,2061140.0,9.0,False,4.0,42.0,42.0,2030.0,15.0,2238.0,0.0028505255656511,0.3988954213433102,,,,,,,,
